,PMID,Population
3,27549782,adult
3,27549782,aged
3,27549782,"aged, 80 and over"
3,27549782,female
3,27549782,male
3,27549782,middle aged
4,27431419,adult
4,27431419,aged
4,27431419,female
4,27431419,male
4,27431419,middle aged
5,26289723,aged
5,26289723,female
5,26289723,male
5,26289723,middle aged
8,26206311,adult
8,26206311,female
8,26206311,male
8,26206311,middle aged
9,26713491,adult
9,26713491,aged
9,26713491,"aged, 80 and over"
9,26713491,female
9,26713491,male
9,26713491,middle aged
10,27044310,aged
10,27044310,female
10,27044310,male
10,27044310,middle aged
12,25588535,female
12,25588535,male
12,25588535,middle aged
14,24849304,adult
14,24849304,aged
14,24849304,middle aged
15,26524699,female
15,26524699,male
15,26524699,middle aged
16,26888420,adult
16,26888420,aged
16,26888420,female
16,26888420,male
16,26888420,middle aged
17,26579590,aged
17,26579590,middle aged
18,26915366,aged
18,26915366,female
18,26915366,male
19,25261268,adult
19,25261268,aged
19,25261268,female
19,25261268,male
19,25261268,middle aged
21,30170422,aged
21,30170422,female
21,30170422,male
21,30170422,middle aged
22,28985325,aged
22,28985325,"aged, 80 and over"
22,28985325,female
22,28985325,male
22,28985325,middle aged
23,28336297,aged
23,28336297,female
23,28336297,male
23,28336297,middle aged
25,30134780,adult
25,30134780,female
25,30134780,male
25,30134780,middle aged
28,29305064,adult
28,29305064,aged
28,29305064,"aged, 80 and over"
28,29305064,female
28,29305064,male
28,29305064,middle aged
29,30076800,adult
29,30076800,aged
29,30076800,"aged, 80 and over"
29,30076800,female
29,30076800,male
29,30076800,middle aged
31,30192210,aged
31,30192210,female
31,30192210,male
31,30192210,middle aged
32,28667228,adult
32,28667228,aged
32,28667228,"aged, 80 and over"
32,28667228,male
32,28667228,middle aged
33,28925749,female
33,28925749,male
33,28925749,middle aged
34,28245004,adult
34,28245004,female
34,28245004,male
34,28245004,middle aged
35,30528811,aged
35,30528811,female
35,30528811,male
35,30528811,middle aged
36,28569116,adult
36,28569116,aged
36,28569116,"aged, 80 and over"
36,28569116,female
36,28569116,male
36,28569116,middle aged
37,30573441,aged
37,30573441,female
37,30573441,male
37,30573441,middle aged
38,28427763,aged
38,28427763,"aged, 80 and over"
38,28427763,child
38,28427763,female
38,28427763,male
38,28427763,middle aged
39,28882061,aged
39,28882061,female
39,28882061,male
39,28882061,middle aged
42,31734701,female
42,31734701,male
42,31734701,middle aged
45,31702397,female
45,31702397,male
45,31702397,middle aged
46,31787026,aged
46,31787026,female
46,31787026,male
46,31787026,middle aged
50,30985284,aged
50,30985284,"aged, 80 and over"
50,30985284,female
50,30985284,male
50,30985284,middle aged
53,33183162,aged
53,33183162,female
53,33183162,male
54,30759761,female
54,30759761,male
54,30759761,middle aged
56,32629502,aged
56,32629502,middle aged
60,30730298,female
60,30730298,male
60,30730298,middle aged
63,32804796,aged
63,32804796,female
63,32804796,male
65,30946021,adult
65,30946021,female
65,30946021,male
65,30946021,middle aged
66,32176113,female
66,32176113,male
66,32176113,middle aged
67,31973598,adolescent
67,31973598,child
67,31973598,female
67,31973598,male
68,32750254,female
68,32750254,male
68,32750254,middle aged
69,31129929,aged
69,31129929,female
69,31129929,male
69,31129929,middle aged
84,34854907,aged
84,34854907,female
84,34854907,male
84,34854907,middle aged
89,34419529,aged
91,33647923,aged
91,33647923,female
91,33647923,male
91,33647923,middle aged
93,33579602,aged
93,33579602,"aged, 80 and over"
93,33579602,female
93,33579602,male
94,33668304,aged
94,33668304,middle aged
99,34045031,aged
99,34045031,female
99,34045031,male
99,34045031,middle aged
111,33682872,adult
111,33682872,aged
111,33682872,"aged, 80 and over"
111,33682872,female
111,33682872,male
111,33682872,middle aged
112,35944773,adolescent
112,35944773,adult
112,35944773,aged
112,35944773,middle aged
112,35944773,young adult
113,33985509,aged
113,33985509,female
113,33985509,male
113,33985509,middle aged
114,35634888,aged
114,35634888,female
114,35634888,male
114,35634888,middle aged
115,35838996,aged
115,35838996,"aged, 80 and over"
120,24526507,aged
120,24526507,female
120,24526507,male
120,24526507,middle aged
246,21565845,aged
246,21565845,female
246,21565845,male
246,21565845,middle aged
259,25987401,female
259,25987401,male
259,25987401,middle aged
261,26216314,female
261,26216314,male
261,26216314,middle aged
268,30150328,female
268,30150328,male
268,30150328,middle aged
376,22115323,female
376,22115323,male
379,22322545,female
379,22322545,male
379,22322545,middle aged
394,23019605,aged
394,23019605,female
394,23019605,male
394,23019605,middle aged
407,21178772,female
408,21858634,adult
408,21858634,aged
408,21858634,female
408,21858634,male
408,21858634,middle aged
415,22283363,adolescent
415,22283363,child
415,22283363,"child, preschool"
415,22283363,female
415,22283363,infant
415,22283363,"infant, newborn"
415,22283363,male
415,22283363,young adult
421,21764817,female
422,21504262,aged
422,21504262,"aged, 80 and over"
422,21504262,female
422,21504262,male
425,21215382,adult
425,21215382,aged
425,21215382,female
425,21215382,male
425,21215382,middle aged
426,22567732,adult
426,22567732,aged
426,22567732,female
426,22567732,male
426,22567732,middle aged
427,21704942,adult
427,21704942,child
429,22254478,adult
429,22254478,female
429,22254478,male
430,22468983,aged
430,22468983,female
430,22468983,male
430,22468983,middle aged
431,21982700,aged
431,21982700,female
431,21982700,male
431,21982700,middle aged
432,22646848,adult
432,22646848,aged
432,22646848,female
432,22646848,male
432,22646848,middle aged
433,22241810,aged
433,22241810,"aged, 80 and over"
433,22241810,female
433,22241810,male
434,22371525,aged
434,22371525,female
434,22371525,male
435,21508077,aged
435,21508077,female
435,21508077,male
435,21508077,middle aged
437,21618252,adolescent
437,21618252,adult
437,21618252,aged
437,21618252,"aged, 80 and over"
437,21618252,child
437,21618252,female
437,21618252,male
437,21618252,middle aged
439,22615027,aged
439,22615027,"aged, 80 and over"
439,22615027,female
439,22615027,male
439,22615027,middle aged
446,22633448,adolescent
446,22633448,adult
446,22633448,aged
446,22633448,"aged, 80 and over"
446,22633448,female
446,22633448,male
446,22633448,middle aged
448,22400973,adult
448,22400973,female
448,22400973,male
450,22723612,adolescent
450,22723612,adult
450,22723612,aged
450,22723612,"aged, 80 and over"
450,22723612,female
450,22723612,male
450,22723612,middle aged
452,22709750,aged
452,22709750,female
452,22709750,male
452,22709750,middle aged
463,22107759,adult
463,22107759,aged
463,22107759,female
463,22107759,male
463,22107759,middle aged
464,22129142,male
464,22129142,middle aged
466,22255924,female
467,22085317,female
467,22085317,male
467,22085317,middle aged
469,20931310,aged
469,20931310,female
469,20931310,male
469,20931310,middle aged
470,21535119,female
470,21535119,male
472,22944075,female
473,22308087,adolescent
473,22308087,adult
473,22308087,child
473,22308087,"child, preschool"
473,22308087,female
473,22308087,infant
473,22308087,male
473,22308087,young adult
474,21586481,adolescent
474,21586481,adult
474,21586481,female
474,21586481,young adult
476,22834978,adult
476,22834978,aged
476,22834978,"aged, 80 and over"
476,22834978,female
476,22834978,male
476,22834978,middle aged
479,22795364,adolescent
479,22795364,adult
479,22795364,aged
479,22795364,"aged, 80 and over"
479,22795364,female
479,22795364,male
479,22795364,middle aged
479,22795364,young adult
480,22418649,female
480,22418649,male
480,22418649,middle aged
481,21195490,adolescent
481,21195490,adult
481,21195490,aged
481,21195490,"aged, 80 and over"
481,21195490,female
481,21195490,male
481,21195490,middle aged
481,21195490,young adult
482,23185992,adult
482,23185992,aged
482,23185992,"aged, 80 and over"
482,23185992,female
482,23185992,male
483,22926035,adult
483,22926035,aged
483,22926035,"aged, 80 and over"
483,22926035,female
483,22926035,male
483,22926035,middle aged
483,22926035,young adult
484,21413872,adult
484,21413872,male
485,21501872,aged
485,21501872,female
485,21501872,male
486,21979603,female
486,21979603,male
486,21979603,middle aged
488,22821508,adolescent
488,22821508,adult
488,22821508,female
489,22494815,aged
489,22494815,female
489,22494815,male
489,22494815,middle aged
490,22718083,adolescent
490,22718083,adult
490,22718083,female
490,22718083,young adult
491,22190192,aged
491,22190192,female
491,22190192,male
491,22190192,middle aged
493,22283360,aged
493,22283360,"aged, 80 and over"
493,22283360,female
493,22283360,male
493,22283360,middle aged
494,21844176,aged
494,21844176,female
494,21844176,male
495,23118005,aged
495,23118005,"aged, 80 and over"
495,23118005,female
495,23118005,male
497,22113368,female
497,22113368,male
497,22113368,middle aged
501,22626743,aged
501,22626743,female
501,22626743,male
501,22626743,middle aged
502,21444883,aged
502,21444883,female
502,21444883,male
502,21444883,middle aged
506,22956633,aged
506,22956633,female
506,22956633,male
506,22956633,middle aged
507,21820792,female
507,21820792,male
508,21939380,female
508,21939380,male
509,21732211,aged
509,21732211,"aged, 80 and over"
509,21732211,female
509,21732211,male
509,21732211,middle aged
510,22435961,aged
510,22435961,female
510,22435961,male
512,22255611,aged
512,22255611,female
512,22255611,male
513,21617643,female
513,21617643,"infant, newborn"
513,21617643,male
515,22127418,aged
515,22127418,"aged, 80 and over"
515,22127418,female
515,22127418,male
516,20851481,aged
516,20851481,female
516,20851481,male
516,20851481,middle aged
519,22495926,female
525,23021816,female
525,23021816,male
525,23021816,middle aged
526,22827508,adolescent
526,22827508,adult
526,22827508,aged
526,22827508,"aged, 80 and over"
526,22827508,child
526,22827508,female
526,22827508,male
526,22827508,middle aged
527,20952328,adult
527,20952328,female
527,20952328,male
528,23280102,child
529,23101483,child
529,23101483,"child, preschool"
529,23101483,infant
529,23101483,"infant, newborn"
534,22465288,female
534,22465288,male
534,22465288,middle aged
535,22413982,infant
535,22413982,"infant, newborn"
536,22588319,adult
536,22588319,aged
536,22588319,"aged, 80 and over"
536,22588319,female
536,22588319,male
536,22588319,middle aged
537,23242192,female
537,23242192,male
537,23242192,middle aged
538,21029128,aged
538,21029128,male
540,21925836,female
540,21925836,male
543,21484712,aged
543,21484712,female
545,22888158,female
545,22888158,infant
545,22888158,male
546,21321467,aged
546,21321467,"aged, 80 and over"
546,21321467,female
546,21321467,male
546,21321467,middle aged
547,21349204,adult
547,21349204,aged
547,21349204,"aged, 80 and over"
547,21349204,middle aged
548,21611994,female
549,22356529,aged
549,22356529,female
549,22356529,male
549,22356529,middle aged
550,22045925,aged
550,22045925,female
550,22045925,male
551,21139017,adolescent
551,21139017,female
551,21139017,male
551,21139017,young adult
552,22267307,aged
552,22267307,female
552,22267307,male
552,22267307,middle aged
555,22636825,female
555,22636825,male
556,21036457,female
556,21036457,male
556,21036457,middle aged
557,21962415,female
557,21962415,male
557,21962415,middle aged
558,23258817,female
558,23258817,male
558,23258817,middle aged
559,21349462,adult
559,21349462,aged
559,21349462,female
559,21349462,male
559,21349462,middle aged
560,22364308,adolescent
560,22364308,adult
560,22364308,aged
560,22364308,"aged, 80 and over"
560,22364308,child
560,22364308,female
560,22364308,male
560,22364308,middle aged
560,22364308,young adult
561,21300305,aged
561,21300305,female
561,21300305,male
562,21138933,aged
562,21138933,female
562,21138933,male
562,21138933,middle aged
563,23143857,aged
563,23143857,female
563,23143857,male
563,23143857,middle aged
567,21193439,aged
567,21193439,female
567,21193439,male
567,21193439,middle aged
569,21916616,adolescent
569,21916616,aged
569,21916616,"aged, 80 and over"
569,21916616,female
569,21916616,male
569,21916616,middle aged
569,21916616,young adult
571,21502279,adult
571,21502279,aged
571,21502279,"aged, 80 and over"
571,21502279,female
571,21502279,male
571,21502279,middle aged
572,21436363,aged
572,21436363,female
572,21436363,male
572,21436363,middle aged
575,21752280,aged
575,21752280,"aged, 80 and over"
576,21402493,adult
576,21402493,aged
576,21402493,female
576,21402493,male
576,21402493,middle aged
580,21036454,adult
580,21036454,female
580,21036454,male
580,21036454,young adult
581,22719063,female
581,22719063,male
581,22719063,middle aged
582,21411210,aged
582,21411210,female
582,21411210,male
582,21411210,middle aged
584,23268695,aged
584,23268695,"aged, 80 and over"
584,23268695,female
584,23268695,male
585,22199363,adult
585,22199363,male
585,22199363,middle aged
586,21546311,male
586,21546311,middle aged
588,21432787,male
588,21432787,middle aged
590,22676379,aged
590,22676379,female
590,22676379,male
590,22676379,middle aged
597,24862840,aged
598,25131977,aged
598,25131977,female
598,25131977,male
599,24725308,female
599,24725308,male
599,24725308,middle aged
601,23801822,child
601,23801822,female
606,23992450,female
606,23992450,male
608,25124013,female
608,25124013,male
619,25484461,female
619,25484461,"infant, newborn"
620,24236679,female
620,24236679,male
633,24454576,"aged, 80 and over"
633,24454576,female
633,24454576,male
635,24385372,child
637,24218357,adolescent
637,24218357,adult
637,24218357,aged
637,24218357,child
637,24218357,"child, preschool"
637,24218357,female
637,24218357,infant
637,24218357,male
637,24218357,middle aged
637,24218357,young adult
647,25400004,aged
649,24731212,female
649,24731212,male
650,23520339,aged
650,23520339,"aged, 80 and over"
650,23520339,female
650,23520339,male
651,24352899,aged
651,24352899,middle aged
655,25179767,female
655,25179767,male
657,23599353,female
657,23599353,male
657,23599353,middle aged
658,24099334,aged
658,24099334,"aged, 80 and over"
658,24099334,female
658,24099334,male
658,24099334,middle aged
661,23663801,female
661,23663801,male
662,23594932,female
662,23594932,male
665,25251861,aged
665,25251861,female
665,25251861,male
665,25251861,middle aged
666,24681423,aged
666,24681423,"aged, 80 and over"
666,24681423,female
666,24681423,male
674,25637942,female
674,25637942,male
675,23425685,adult
675,23425685,female
675,23425685,male
675,23425685,middle aged
676,23599169,aged
676,23599169,female
676,23599169,male
678,23444424,aged
678,23444424,"aged, 80 and over"
678,23444424,female
678,23444424,male
678,23444424,middle aged
679,24028359,aged
679,24028359,female
679,24028359,male
680,25178501,female
680,25178501,male
683,25160205,aged
683,25160205,"aged, 80 and over"
683,25160205,female
683,25160205,male
689,23510059,adolescent
689,23510059,child
689,23510059,"child, preschool"
689,23510059,female
689,23510059,infant
689,23510059,male
689,23510059,young adult
694,23384334,adult
694,23384334,aged
694,23384334,female
694,23384334,male
694,23384334,middle aged
699,23920836,"aged, 80 and over"
699,23920836,female
699,23920836,male
700,24293289,adult
700,24293289,aged
700,24293289,female
700,24293289,male
700,24293289,middle aged
701,24115996,adult
701,24115996,female
701,24115996,male
701,24115996,middle aged
702,24943549,aged
702,24943549,"aged, 80 and over"
702,24943549,female
702,24943549,male
706,24817694,aged
706,24817694,female
706,24817694,male
706,24817694,middle aged
708,23570277,aged
708,23570277,"aged, 80 and over"
708,23570277,female
708,23570277,male
708,23570277,middle aged
709,22580628,aged
709,22580628,"aged, 80 and over"
709,22580628,female
709,22580628,male
709,22580628,middle aged
710,24691540,adult
710,24691540,female
710,24691540,male
710,24691540,young adult
711,23808888,aged
711,23808888,"aged, 80 and over"
711,23808888,female
711,23808888,male
712,23661336,adult
714,23537980,adult
714,23537980,aged
714,23537980,female
714,23537980,male
714,23537980,middle aged
715,25592796,aged
715,25592796,middle aged
718,25366684,adult
718,25366684,child
718,25366684,female
718,25366684,male
718,25366684,middle aged
719,25099031,adolescent
719,25099031,child
719,25099031,"child, preschool"
719,25099031,female
719,25099031,male
720,23393057,aged
720,23393057,"aged, 80 and over"
720,23393057,female
720,23393057,male
720,23393057,middle aged
721,23238623,adult
721,23238623,aged
721,23238623,female
721,23238623,male
721,23238623,middle aged
722,23891066,aged
722,23891066,female
722,23891066,male
722,23891066,middle aged
725,23964545,aged
725,23964545,"aged, 80 and over"
726,25128655,adult
726,25128655,aged
726,25128655,"aged, 80 and over"
726,25128655,female
726,25128655,male
726,25128655,middle aged
729,23762189,aged
729,23762189,female
729,23762189,male
729,23762189,middle aged
730,24636796,female
730,24636796,male
730,24636796,middle aged
732,24468920,adult
732,24468920,female
732,24468920,male
733,24730637,female
734,25423655,adult
734,25423655,male
734,25423655,young adult
735,25083905,female
735,25083905,infant
735,25083905,"infant, newborn"
735,25083905,male
737,23623349,female
737,23623349,male
742,24733277,aged
742,24733277,female
742,24733277,male
742,24733277,middle aged
745,25339632,aged
745,25339632,female
745,25339632,male
747,25131968,female
747,25131968,male
753,22711058,adult
753,22711058,female
753,22711058,male
754,24951710,adult
754,24951710,female
755,23737224,adolescent
755,23737224,child
755,23737224,"child, preschool"
755,23737224,female
755,23737224,infant
755,23737224,male
756,25136791,aged
756,25136791,female
756,25136791,male
757,25248206,aged
757,25248206,female
757,25248206,male
757,25248206,middle aged
758,24572251,aged
758,24572251,"aged, 80 and over"
758,24572251,female
758,24572251,male
758,24572251,middle aged
759,25330153,adult
759,25330153,female
759,25330153,male
759,25330153,young adult
762,24163233,adult
762,24163233,aged
762,24163233,"aged, 80 and over"
762,24163233,female
762,24163233,male
762,24163233,middle aged
763,23576807,female
764,24528530,adult
764,24528530,child
764,24528530,"child, preschool"
764,24528530,female
764,24528530,infant
764,24528530,"infant, newborn"
764,24528530,male
768,23222527,aged
768,23222527,female
768,23222527,male
768,23222527,middle aged
770,24655228,aged
770,24655228,"aged, 80 and over"
770,24655228,female
770,24655228,male
772,25205534,adolescent
772,25205534,adult
772,25205534,aged
772,25205534,"aged, 80 and over"
772,25205534,female
772,25205534,male
772,25205534,middle aged
772,25205534,young adult
775,25046174,adult
775,25046174,aged
775,25046174,"aged, 80 and over"
775,25046174,female
775,25046174,male
775,25046174,middle aged
776,23737231,adult
776,23737231,aged
776,23737231,"aged, 80 and over"
776,23737231,female
776,23737231,male
776,23737231,middle aged
777,23419656,aged
777,23419656,"aged, 80 and over"
777,23419656,female
777,23419656,male
779,24507743,female
779,24507743,male
779,24507743,middle aged
780,25437442,female
781,24866615,female
781,24866615,male
782,24865986,aged
782,24865986,"aged, 80 and over"
782,24865986,female
782,24865986,male
783,24901442,child
783,24901442,"child, preschool"
783,24901442,female
783,24901442,infant
783,24901442,"infant, newborn"
783,24901442,male
784,24290330,adult
784,24290330,aged
784,24290330,female
784,24290330,male
784,24290330,middle aged
785,24067525,aged
785,24067525,"aged, 80 and over"
785,24067525,female
785,24067525,male
785,24067525,middle aged
786,24441875,"infant, newborn"
790,24699797,aged
790,24699797,female
790,24699797,male
790,24699797,middle aged
792,24760371,aged
792,24760371,"aged, 80 and over"
792,24760371,female
792,24760371,male
793,24848864,female
793,24848864,male
793,24848864,middle aged
796,25112695,adolescent
796,25112695,child
796,25112695,"child, preschool"
796,25112695,female
796,25112695,infant
796,25112695,male
797,23305645,adult
797,23305645,female
797,23305645,male
797,23305645,middle aged
799,23061492,aged
799,23061492,"aged, 80 and over"
799,23061492,female
799,23061492,male
799,23061492,middle aged
800,23318253,adolescent
800,23318253,female
800,23318253,male
801,23711052,aged
801,23711052,female
801,23711052,male
802,24722932,aged
802,24722932,female
802,24722932,male
804,24853566,adult
804,24853566,aged
804,24853566,"aged, 80 and over"
804,24853566,female
804,24853566,male
804,24853566,middle aged
807,24345687,aged
807,24345687,"aged, 80 and over"
807,24345687,female
807,24345687,male
807,24345687,middle aged
809,24774107,adult
809,24774107,aged
809,24774107,"aged, 80 and over"
809,24774107,female
809,24774107,male
809,24774107,middle aged
811,25343246,adult
811,25343246,aged
811,25343246,"aged, 80 and over"
811,25343246,female
811,25343246,male
811,25343246,middle aged
813,25148300,adult
813,25148300,female
814,24796429,adult
814,24796429,male
814,24796429,middle aged
815,24637516,female
815,24637516,male
815,24637516,middle aged
816,25291802,adolescent
816,25291802,adult
816,25291802,aged
816,25291802,middle aged
816,25291802,young adult
817,23497109,aged
817,23497109,"aged, 80 and over"
817,23497109,female
817,23497109,male
818,23636870,female
818,23636870,male
818,23636870,middle aged
819,22644407,aged
819,22644407,female
819,22644407,male
821,24105924,aged
821,24105924,"aged, 80 and over"
821,24105924,female
821,24105924,male
821,24105924,middle aged
822,23635393,adult
822,23635393,aged
822,23635393,female
822,23635393,male
822,23635393,middle aged
825,24222828,aged
825,24222828,"aged, 80 and over"
825,24222828,female
825,24222828,male
826,23761202,female
826,23761202,male
826,23761202,middle aged
827,25354952,adult
827,25354952,male
827,25354952,middle aged
828,24958355,aged
828,24958355,"aged, 80 and over"
828,24958355,female
828,24958355,male
828,24958355,middle aged
830,25179766,female
830,25179766,male
830,25179766,middle aged
831,25495564,aged
831,25495564,"aged, 80 and over"
831,25495564,female
831,25495564,male
831,25495564,middle aged
832,23510979,aged
832,23510979,female
832,23510979,male
833,24787276,aged
833,24787276,female
833,24787276,male
833,24787276,middle aged
834,23333167,aged
834,23333167,male
835,23913463,aged
835,23913463,"aged, 80 and over"
835,23913463,female
835,23913463,male
835,23913463,middle aged
836,24769270,aged
836,24769270,"aged, 80 and over"
836,24769270,female
836,24769270,male
836,24769270,middle aged
837,23630403,adult
837,23630403,aged
837,23630403,"aged, 80 and over"
837,23630403,female
837,23630403,male
837,23630403,middle aged
838,23390212,aged
838,23390212,"aged, 80 and over"
838,23390212,female
838,23390212,male
839,24197400,infant
839,24197400,"infant, newborn"
840,23439071,female
840,23439071,male
841,25306222,adult
841,25306222,female
841,25306222,male
844,25025239,aged
844,25025239,"aged, 80 and over"
844,25025239,female
844,25025239,male
844,25025239,middle aged
845,24566058,aged
845,24566058,female
845,24566058,male
845,24566058,middle aged
847,25159700,female
847,25159700,male
847,25159700,middle aged
848,23750778,female
848,23750778,male
848,23750778,middle aged
849,23868932,female
849,23868932,male
849,23868932,middle aged
851,24359716,adult
851,24359716,aged
851,24359716,"aged, 80 and over"
851,24359716,female
851,24359716,male
851,24359716,middle aged
852,24154928,adult
852,24154928,male
853,24712556,female
853,24712556,male
854,23451899,aged
854,23451899,female
854,23451899,male
854,23451899,middle aged
856,23949666,adolescent
856,23949666,adult
856,23949666,child
856,23949666,"child, preschool"
856,23949666,female
856,23949666,infant
856,23949666,male
856,23949666,middle aged
857,25256800,aged
857,25256800,female
857,25256800,male
858,23860093,female
858,23860093,infant
858,23860093,"infant, newborn"
858,23860093,male
860,24187765,adult
860,24187765,female
860,24187765,male
860,24187765,middle aged
861,24567237,female
861,24567237,male
863,24896168,child
864,25230824,aged
864,25230824,male
864,25230824,middle aged
865,23528787,aged
865,23528787,"aged, 80 and over"
865,23528787,female
865,23528787,male
866,23916919,adult
866,23916919,aged
866,23916919,female
866,23916919,male
866,23916919,middle aged
868,24958778,aged
868,24958778,female
868,24958778,male
870,25262307,female
870,25262307,male
871,24595864,female
871,24595864,male
871,24595864,middle aged
872,25241223,adult
872,25241223,aged
872,25241223,female
872,25241223,male
872,25241223,middle aged
873,23758079,aged
873,23758079,"aged, 80 and over"
873,23758079,female
873,23758079,male
873,23758079,middle aged
874,24197403,adult
874,24197403,aged
874,24197403,"aged, 80 and over"
874,24197403,female
874,24197403,male
874,24197403,middle aged
875,24570217,female
875,24570217,male
875,24570217,middle aged
876,23515883,adult
876,23515883,aged
876,23515883,"aged, 80 and over"
876,23515883,female
876,23515883,male
876,23515883,middle aged
877,25124011,aged
877,25124011,"aged, 80 and over"
877,25124011,female
877,25124011,male
877,25124011,middle aged
878,23962782,aged
878,23962782,female
878,23962782,male
880,24722962,female
880,24722962,male
882,24495633,adult
882,24495633,aged
882,24495633,female
882,24495633,male
882,24495633,middle aged
885,24057266,aged
885,24057266,female
885,24057266,male
886,24109906,adult
886,24109906,female
886,24109906,middle aged
887,25354951,aged
887,25354951,female
887,25354951,male
887,25354951,middle aged
892,23452940,adult
892,23452940,female
892,23452940,male
892,23452940,middle aged
893,23362021,aged
893,23362021,"aged, 80 and over"
893,23362021,female
893,23362021,male
893,23362021,middle aged
894,23702987,aged
894,23702987,middle aged
895,23911170,adult
895,23911170,middle aged
896,24404817,adult
896,24404817,aged
896,24404817,female
896,24404817,male
896,24404817,middle aged
897,24187764,aged
897,24187764,female
897,24187764,male
897,24187764,middle aged
898,24567236,female
898,24567236,male
899,25124997,adolescent
899,25124997,female
899,25124997,male
901,24259010,adolescent
901,24259010,adult
901,24259010,female
901,24259010,"infant, newborn"
901,24259010,middle aged
901,24259010,young adult
903,25506870,female
903,25506870,male
904,24780548,female
904,24780548,middle aged
905,24604713,aged
905,24604713,female
905,24604713,male
906,25252060,female
906,25252060,male
907,23437876,aged
907,23437876,female
907,23437876,male
910,24887256,adolescent
910,24887256,adult
910,24887256,aged
910,24887256,male
910,24887256,middle aged
911,24408066,adult
911,24408066,aged
911,24408066,"aged, 80 and over"
911,24408066,female
911,24408066,male
911,24408066,middle aged
914,24660242,adult
914,24660242,male
914,24660242,middle aged
914,24660242,young adult
916,24483026,adult
916,24483026,female
916,24483026,male
917,25095660,aged
917,25095660,female
917,25095660,male
917,25095660,middle aged
920,23992482,female
920,23992482,male
929,27262389,adult
929,27262389,female
929,27262389,male
930,27185508,aged
931,27397013,adult
931,27397013,aged
931,27397013,"aged, 80 and over"
931,27397013,female
931,27397013,male
931,27397013,middle aged
933,27154462,aged
933,27154462,female
933,27154462,male
934,28700168,aged
937,27769282,adult
937,27769282,female
937,27769282,male
937,27769282,middle aged
939,29474713,adult
939,29474713,aged
939,29474713,"aged, 80 and over"
939,29474713,female
939,29474713,male
939,29474713,middle aged
940,28025126,aged
941,26462091,aged
941,26462091,"aged, 80 and over"
941,26462091,female
947,26490012,female
947,26490012,male
947,26490012,middle aged
951,26540369,aged
951,26540369,"aged, 80 and over"
951,26540369,female
951,26540369,male
951,26540369,middle aged
966,26475050,aged
966,26475050,"aged, 80 and over"
966,26475050,female
966,26475050,male
968,26974003,aged
968,26974003,male
977,26759128,child
978,27543489,male
979,27923343,aged
979,27923343,female
979,27923343,male
